Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Nicaraguan refugees in Costa Rica,CRI002,Costa Rica,Moderate humanitarian conditions - Level 3,43000,UNHCR 31/10/2019; INEC Costa Rica; Government of Costa Rica; UNHCR 25/08/2020,Low,3,http://reporting.unhcr.org/sites/default/files/UNHCR%20Nicaragua%20Situation%20Fact%20Sheet%20-%20November%202018.pdf; https://www.unhcr.org/news/briefing/2020/3/5e6759934/years-political-social-crisis-nicaragua-forces-100000-flee.html; http://www.inec.go.cr/poblacion/estimaciones-y-proyecciones-de-poblacion; http://www.migracion.go.cr/Documentos%20compartidos/Centro%20de%20Estadísticas%20y%20Documentos/Documentos%20Varios/Plan%20Integral%20para%20la%20Atención%20de%20Flujos%20Migratorios%20Mixtos%202018%20-%202022.pdf; https://www.unhcr.org/news/stories/2020/8/5f3ea3734/nicaraguan-refugee-heals-wounds-persecution-costa-rica.html,"According to the United Nations High Commissioner for Refugees, 86.000 Nicaraguans have entered Costa Rica in the period April 2018- September 2020. 50% of  registered Nicaraguans have been identified as having special protection necessities,both legally and physically, as well as having serious medical conditions. As  disaggreated numbers of registered Nicaraguans are unavailable, the 50% figure has been taken from the total figure of registered Nicaraguans in Costa Rica and accounts for Level 3 severity. There is currently no exact number of people in need known. Level 1 is obtained subtracting the figures for people affected from the figure for people exposed. Level 2 is the remaining Nicaraguan population in Costa Rica. The hosting community is not really impacted by the limited number of Nicaraguans still residing in Costa Rica today and that is why it is not included beyond level 1.",CRI002Moderate humanitarian conditions - Level 3,2021-01-28,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,Landmass affected,92610,"UNHCR 24/01/2021
City Population 2020",Medium,2,"https://data2.unhcr.org/en/country/esp
https://www.citypopulation.de/en/spain/admin/","Only the most affected areas are considered Canary Islands, Mainland Andalucia, Melilla, Balearic Islands, and Ceuta. ",ESP002Landmass affected,2021-01-28,Humanitarian development
Mixed migration flows in spain,ESP002,Spain,People exposed,11983184,"UNHCR 24/01/2021
City Population 2020",Medium,2,"https://data2.unhcr.org/en/country/esp
https://www.citypopulation.de/en/spain/admin/","Only the total population of the most affected areas are considered Canary Islands, Mainland Andalucia, Melilla, Balearic Islands, and Ceuta. 
",ESP002People exposed,2021-01-28,Humanitarian development
Myanmar refugees in Thailand,THA003,Thailand,Fatalities reported,x,"x
",x,x,x,x,THA003Fatalities reported,2021-01-28,Humanitarian development
Complex crisis in Venezuela,VEN001,Venezuela,Total population,27412335,OCHA 05/2018; R4V 05/01/2021,Medium,2,https://data.humdata.org/dataset/venezuela-administrative-level-0-1-2-and-3-population-statistics-and-gazeteer; https://r4v.info/es/situations/platform,OCHA figures based on government data (the latest census in 2011) using projections for 2018. Subtracted number of Venezuelans who left the country since 2015 when the crisis began.,VEN001Total population,2021-01-28,Humanitarian development
Complex crisis in Venezuela,VEN001,Venezuela,People exposed,27412335,OCHA 05/2018; R4V 05/01/2021,Medium,2,https://data.humdata.org/dataset/venezuela-administrative-level-0-1-2-and-3-population-statistics-and-gazeteer; https://r4v.info/es/situations/platform,OCHA figures based on government data (the latest census in 2011) using projections for 2018. Subtracted number of Venezuelans who left the country since 2015 when the crisis began.,VEN001People exposed,2021-01-28,Humanitarian development
Complex crisis in Venezuela,VEN001,Venezuela,People affected,27412335,OCHA 05/2018; R4V 05/01/2021,Medium,2,https://data.humdata.org/dataset/venezuela-administrative-level-0-1-2-and-3-population-statistics-and-gazeteer; https://r4v.info/es/situations/platform,"OCHA figures are based on government data (the latest census in 2011) using projections for 2018.
Subtracted number of Venezuelans who left the country since 2015 when the crisis began. Despite being affected by this crisis, they are included in the displacement indicator but their needs would have to be addressed outside of Venezuela, therefore they are not included as affected.
",VEN001People affected,2021-01-28,Humanitarian development
Complex crisis in Venezuela,VEN001,Venezuela,People displaced,5442611,R4V 05/01/2021; R4V 14/01/2021,Medium,2,https://r4v.info/es/situations/platform; https://reliefweb.int/sites/reliefweb.int/files/resources/R4V_Stock_Jan21_Eng.pdf,"Number of Venezuelans who have left their country. 3.3m left after 2015 when the economic crisis started spiralling down. Out of the total 5.4m people displaced, 4.6m are in Latin American and Carribean countries (January 2021). ",VEN001People displaced,2021-01-28,Humanitarian development
Complex crisis in Venezuela,VEN001,Venezuela,People in Need,14802661,ENCOVI 2020; RMRP 2021; OCHA 23/07/2020,Low,3,https://assets.website-files.com/5d14c6a5c4ad42a4e794d0f7/5f03875cac6fc11b6d67a8a5_Presentaci%C3%B3n%20%20ENCOVI%202019-Pobreza_compressed.pdf; https://rmrp.r4v.info/; https://data.humdata.org/dataset/venezuela-administrative-level-0-1-2-and-3-population-statistics-and-gazeteer,"54% of the total population in the country is considered to be 'structurally' poor based on a multidimension perspective which included living standards, employment and social protection, education, access to services and shelter conditions. This figure is used as the PIN (level 3). However it is hard to provide further reliable information. Level 2 = people affected - PiN",VEN001People in Need,2021-01-28,Humanitarian development
Complex crisis in Venezuela,VEN001,Venezuela,Minimal humanitarian conditions - Level 1,0,ENCOVI 2020; RMRP 2021; OCHA 23/07/2020,Low,3,https://assets.website-files.com/5d14c6a5c4ad42a4e794d0f7/5f03875cac6fc11b6d67a8a5_Presentaci%C3%B3n%20%20ENCOVI%202019-Pobreza_compressed.pdf; https://rmrp.r4v.info/; https://data.humdata.org/dataset/venezuela-administrative-level-0-1-2-and-3-population-statistics-and-gazeteer,"54% of the total population in the country is considered to be 'structurally' poor based on a multidimension perspective which included living standards, employment and social protection, education, access to services and shelter conditions. This figure is used as the PIN (level 3). However it is hard to provide further reliable information. Level 2 = people affected - PiN",VEN001Minimal humanitarian conditions - Level 1,2021-01-28,Humanitarian development
Complex crisis in Venezuela,VEN001,Venezuela,Stressed humanitarian conditions - Level 2,12609674,ENCOVI 2020; RMRP 2021; OCHA 23/07/2020,Low,3,https://assets.website-files.com/5d14c6a5c4ad42a4e794d0f7/5f03875cac6fc11b6d67a8a5_Presentaci%C3%B3n%20%20ENCOVI%202019-Pobreza_compressed.pdf; https://rmrp.r4v.info/; https://data.humdata.org/dataset/venezuela-administrative-level-0-1-2-and-3-population-statistics-and-gazeteer,"54% of the total population in the country is considered to be 'structurally' poor based on a multidimension perspective which included living standards, employment and social protection, education, access to services and shelter conditions. This figure is used as the PIN (level 3). However it is hard to provide further reliable information. Level 2 = people affected - PiN",VEN001Stressed humanitarian conditions - Level 2,2021-01-28,Humanitarian development
Complex crisis in Venezuela,VEN001,Venezuela,Moderate humanitarian conditions - Level 3,14802661,ENCOVI 2020; RMRP 2021; OCHA 23/07/2020,Low,3,https://assets.website-files.com/5d14c6a5c4ad42a4e794d0f7/5f03875cac6fc11b6d67a8a5_Presentaci%C3%B3n%20%20ENCOVI%202019-Pobreza_compressed.pdf; https://rmrp.r4v.info/; https://data.humdata.org/dataset/venezuela-administrative-level-0-1-2-and-3-population-statistics-and-gazeteer,"54% of the total population in the country is considered to be 'structurally' poor based on a multidimension perspective which included living standards, employment and social protection, education, access to services and shelter conditions. This figure is used as the PIN (level 3). However it is hard to provide further reliable information. Level 2 = people affected - PiN",VEN001Moderate humanitarian conditions - Level 3,2021-01-28,Humanitarian development
Drought in Senegal,SEN002,Senegal,Total population,16708957,OCHA 18/03/2020; UNHCR 31/10/2020; UNHCR 31/10/2020; UNHCR 31/10/2020,Medium,2,https://data.humdata.org/dataset/senegal-population-statistics; https://data2.unhcr.org/en/country/sen; https://data2.unhcr.org/en/country/gnb; https://data2.unhcr.org/en/country/gmb,"OCHA population data + refugees in Senegal - Senegalese refugees in Gambia and Guinea-Bissau

",SEN002Total population,2021-01-29,Humanitarian development
Drought in Senegal,SEN002,Senegal,People exposed,16708957,OCHA 18/03/2020; UNHCR 31/10/2020; UNHCR 31/10/2020; UNHCR 31/10/2020,Medium,2,https://data.humdata.org/dataset/senegal-population-statistics; https://data2.unhcr.org/en/country/sen; https://data2.unhcr.org/en/country/gnb; https://data2.unhcr.org/en/country/gmb,"OCHA population data + refugees in Senegal - Senegalese refugees in Gambia and Guinea-Bissau

",SEN002People exposed,2021-01-29,Humanitarian development
Drought in Senegal,SEN002,Senegal,People affected,3187733,Cadre Harmonise 11/12/2020,Medium,2,https://data.humdata.org/dataset/cadre-harmonise,Results of the 2020 Cadre Harmonise for the Sep-Dec 2020 period. Population in IPC2 and above is considered affected.,SEN002People affected,2021-01-29,Humanitarian development
Drought in Senegal,SEN002,Senegal,People in Need,511607,Cadre Harmonise 11/12/2020,Medium,2,https://data.humdata.org/dataset/cadre-harmonise,"Estimated number of people in IPC phases 1-5 according to the Cadre Harmonise make up the ""Current Humanitarian conditions"" indicators (current period Sep-Dec 2020)",SEN002People in Need,2021-01-29,Humanitarian development
Drought in Senegal,SEN002,Senegal,Minimal humanitarian conditions - Level 1,13521224,Cadre Harmonise 11/12/2020,Medium,2,https://data.humdata.org/dataset/cadre-harmonise,"Estimated number of people in IPC phases 1-5 according to the Cadre Harmonise make up the ""Current Humanitarian conditions"" indicators (current period Sep-Dec 2020)",SEN002Minimal humanitarian conditions - Level 1,2021-01-29,Humanitarian development
Drought in Senegal,SEN002,Senegal,Stressed humanitarian conditions - Level 2,2676126,Cadre Harmonise 11/12/2020,Medium,2,https://data.humdata.org/dataset/cadre-harmonise,"Estimated number of people in IPC phases 1-5 according to the Cadre Harmonise make up the ""Current Humanitarian conditions"" indicators (current period Sep-Dec 2020)",SEN002Stressed humanitarian conditions - Level 2,2021-01-29,Humanitarian development
Drought in Senegal,SEN002,Senegal,Moderate humanitarian conditions - Level 3,498213,Cadre Harmonise 11/12/2020,Medium,2,https://data.humdata.org/dataset/cadre-harmonise,"Estimated number of people in IPC phases 1-5 according to the Cadre Harmonise make up the ""Current Humanitarian conditions"" indicators (current period Sep-Dec 2020)",SEN002Moderate humanitarian conditions - Level 3,2021-01-29,Humanitarian development
Drought in Senegal,SEN002,Senegal,Severe humanitarian conditions - Level 4,13394,Cadre Harmonise 11/12/2020,Medium,2,https://data.humdata.org/dataset/cadre-harmonise,"Estimated number of people in IPC phases 1-5 according to the Cadre Harmonise make up the ""Current Humanitarian conditions"" indicators (current period Sep-Dec 2020)",SEN002Severe humanitarian conditions - Level 4,2021-01-29,Humanitarian development
Drought in Senegal,SEN002,Senegal,Extreme humanitarian conditions - Level 5,0,Cadre Harmonise 11/12/2020,Medium,2,https://data.humdata.org/dataset/cadre-harmonise,"Estimated number of people in IPC phases 1-5 according to the Cadre Harmonise make up the ""Current Humanitarian conditions"" indicators (current period Sep-Dec 2020)",SEN002Extreme humanitarian conditions - Level 5,2021-01-29,Humanitarian development
Multiple crises in Niger,NER001,Niger,Total population,23800000,OCHA 25/01/2021,Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/25012021_ner_hno_2021.pdf,2021 population estimate as stated in the 2021 HNO,NER001Total population,2021-01-29,Change in the data/methodology
Multiple crises in Niger,NER001,Niger,People exposed,23800000,OCHA 25/01/2021,Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/25012021_ner_hno_2021.pdf,2021 population estimate as stated in the 2021 HNO,NER001People exposed,2021-01-29,Change in the data/methodology
Multiple crises in Niger,NER001,Niger,People affected,3881760,OCHA 25/01/2021,Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/25012021_ner_hno_2021.pdf,Sum of PIN and L2 needs from 2021 HNO,NER001People affected,2021-01-29,Change in the data/methodology
